slot_no	id	group_id	group_name	name	status	json_created	photo_placed	source_checked	reviewed	source_page	notes
18	hr-0038	g01-single-basic	小選挙区基本型	今枝宗一郎	verified	yes	yes	yes	yes	13	hr-0038。sourcePage 13。career と UI 確認完了。
19	hr-0039	g01-single-basic	小選挙区基本型	今岡植	verified	yes	yes	yes	yes	13	hr-0039。sourcePage 13。career と UI 確認完了。
20	hr-0040	g02-single-variant	小選挙区変動型	池下卓	verified	yes	yes	yes	yes	7	hr-0040。sourcePage 7。career と UI 確認完了。
21	hr-0041	g02-single-variant	小選挙区変動型	泉健太	verified	yes	yes	yes	yes	10	泉健太。sourcePage 10。career と UI 確認完了。
22	hr-0042	g02-single-variant	小選挙区変動型	井上英孝	verified	yes	yes	yes	yes	13	井上英孝。sourcePage 13。career と UI 確認完了。
23	hr-0043	g02-single-variant	小選挙区変動型	岩谷良平	verified	yes	yes	yes	yes	14	岩谷良平。sourcePage 14。career と UI 確認完了。
24	hr-0044	g02-single-variant	小選挙区変動型	漆間譲司	verified	yes	yes	yes	yes	16	漆間譲司。sourcePage 16。career と UI 確認完了。
25	hr-0045	g02-single-variant	小選挙区変動型	梅村聡	verified	yes	yes	yes	yes	16	梅村聡。sourcePage 16。career と UI 確認完了。
26	hr-0046	g02-single-variant	小選挙区変動型	浦野靖人	verified	yes	yes	yes	yes	16	浦野靖人。sourcePage 16。career と UI 確認完了。
27	hr-0047	g02-single-variant	小選挙区変動型	遠藤敬	verified	yes	yes	yes	yes	17	遠藤敬。sourcePage 17。career と UI 確認完了。
28	hr-0048	g02-single-variant	小選挙区変動型	小川淳也	verified	yes	yes	yes	yes	19	小川淳也。sourcePage 19。career と UI 確認完了。
29	hr-0049	g02-single-variant	小選挙区変動型	奥下剛光	verified	yes	yes	yes	yes	19	奥下剛光。sourcePage 19。career と UI 確認完了。
30	hr-0050	g03-proportional	比例代表型	有田芳生	verified	yes	yes	yes	yes	7	有田芳生。sourcePage 7。career と UI 確認完了。
31	hr-0051	g03-proportional	比例代表型	石川昭政	verified	yes	yes	yes	yes	8	石川昭政。sourcePage 8。career と UI 確認完了。
32	hr-0052	g03-proportional	比例代表型	石川勝	verified	yes	yes	yes	yes	8	石川勝。sourcePage 8。career と UI 確認完了。
33	hr-0053	g03-proportional	比例代表型	池畑浩太朗	verified	yes	yes	yes	yes	8	池畑浩太朗。sourcePage 8。career と UI 確認完了。
34	hr-0054	g03-proportional	比例代表型	伊佐進一	verified	yes	yes	yes	yes	8	伊佐進一。sourcePage 8。career と UI 確認完了。
35	hr-0055	g03-proportional	比例代表型	石井啓一	verified	yes	yes	yes	yes	8	石井啓一。sourcePage 8。career と UI 確認完了。
36	hr-0056	g03-proportional	比例代表型	石田真敏	verified	yes	yes	yes	yes	9	石田真敏。sourcePage 9。career と UI 確認完了。
37	hr-0057	g03-proportional	比例代表型	井戸正枝	verified	yes	yes	yes	yes	10	井戸正枝。sourcePage 10。career と UI 確認完了。
38	hr-0058	g03-proportional	比例代表型	伊藤恵介	verified	yes	yes	yes	yes	10	伊藤恵介。sourcePage 10。career と UI 確認完了。
39	hr-0059	g03-proportional	比例代表型	一谷勇一郎	verified	yes	yes	yes	yes	10	一谷勇一郎。sourcePage 10。career と UI 確認完了。
40	hr-0060	g03-proportional	比例代表型	市村浩一郎	verified	yes	yes	yes	yes	10	市村浩一郎。sourcePage 10。career と UI 確認完了。
41	hr-0061	g03-proportional	比例代表型	伊東信久	verified	yes	yes	yes	yes	11	伊東信久。sourcePage 11。career と UI 確認完了。
42	hr-0062	g03-proportional	比例代表型	伊東良孝	verified	yes	yes	yes	yes	11	伊東良孝。sourcePage 11。career と UI 確認完了。
43	hr-0063	g03-proportional	比例代表型	伊藤聡	verified	yes	yes	yes	yes	11	伊藤聡。sourcePage 11。career と UI 確認完了。
44	hr-0064	g03-proportional	比例代表型	伊藤信太郎	verified	yes	yes	yes	yes	11	伊藤信太郎。sourcePage 11。career と UI 確認完了。
45	hr-0065	g03-proportional	比例代表型	犬飼明佳	verified	yes	yes	yes	yes	12	犬飼明佳。sourcePage 12。career と UI 確認完了。
46	hr-0066	g03-proportional	比例代表型	岩崎比菜	verified	yes	yes	yes	yes	14	岩崎比菜。sourcePage 14。career と UI 確認完了。
47	hr-0067	g03-proportional	比例代表型	浮島智子	verified	yes	yes	yes	yes	15	浮島智子。sourcePage 15。career と UI 確認完了。
48	hr-0068	g03-proportional	比例代表型	臼木秀剛	verified	yes	yes	yes	yes	15	臼木秀剛。sourcePage 15。career と UI 確認完了。
49	hr-0069	g04-hold	保留・例外型	宇佐美登	verified	yes	yes	yes	yes	15	宇佐美登。sourcePage 15。career と UI 確認完了。
50	hr-0070	g04-hold	保留・例外型	緒方林太郎	verified	yes	yes	yes	yes	19	緒方林太郎。sourcePage 19。career と UI 確認完了。
